JASDQU010000690.1	1195
JASDQU010001344.1	1193
JASDQU010001970.1	1192
JASDQU010004882.1	1186
JASDQU010005042.1	5490
JASDQU010005130.1	5489
JASDQU010005145.1	5489
JASDQU010005258.1	5488
JASDQU010005330.1	5491
JASDQU010005333.1	5476
JASDQU010005341.1	5486
JASDQU010005477.1	5485
JASDQU010005484.1	5484
JASDQU010006094.1	5476
JASDQU010006221.1	5475
JASDQU010006245.1	5474
JASDQU010006263.1	5474
JASDQU010006344.1	5473
JASDQU010006607.1	5470
JASDQU010006633.1	5469
JASDQU010006664.1	10634
JASDQU010006676.1	5469
JASDQU010007016.1	5464
JASDQU010007049.1	5464
JASDQU010007391.1	9432
JASDQU010007432.1	5459
JASDQU010007516.1	5458
JASDQU010007739.1	5454
JASDQU010007832.1	5599
JASDQU010008142.1	5449
JASDQU010008225.1	5449
JASDQU010008303.1	5447
JASDQU010008331.1	5447
JASDQU010008495.1	5395
JASDQU010008861.1	5439
JASDQU010008927.1	5438
JASDQU010008932.1	5434
JASDQU010008983.1	5438
JASDQU010009011.1	5437
JASDQU010009183.1	5435
JASDQU010009368.1	5433
JASDQU010009396.1	5433
JASDQU010009525.1	5431
JASDQU010009742.1	5428
JASDQU010010006.1	184225
JASDQU010010013.1	475782
JASDQU010010023.1	395045
JASDQU010010025.1	433629
JASDQU010010031.1	309082
JASDQU010010033.1	236794
JASDQU010010034.1	216459
JASDQU010010035.1	288252
JASDQU010010038.1	438323
JASDQU010010040.1	413072
JASDQU010010043.1	207145
JASDQU010010049.1	395439
JASDQU010010051.1	359647
JASDQU010010052.1	218814
JASDQU010010054.1	304833
JASDQU010010055.1	210874
JASDQU010010056.1	310515
JASDQU010010058.1	188209
JASDQU010010065.1	515057
JASDQU010010067.1	349465
JASDQU010010068.1	146497
JASDQU010010070.1	149424
JASDQU010010071.1	278749
JASDQU010010077.1	276379
JASDQU010010086.1	282170
JASDQU010010089.1	213109
JASDQU010010091.1	165384
JASDQU010010094.1	166164
JASDQU010010095.1	316001
JASDQU010010097.1	272780
JASDQU010010098.1	196671
JASDQU010010112.1	184642
JASDQU010010118.1	571719
JASDQU010010120.1	236893
JASDQU010010129.1	266268
JASDQU010010137.1	108825
JASDQU010010139.1	265159
JASDQU010010145.1	154986
JASDQU010010146.1	458094
JASDQU010010150.1	291991
JASDQU010010151.1	405592
JASDQU010010153.1	539101
JASDQU010010155.1	235845
JASDQU010010166.1	130643
JASDQU010010171.1	463040
JASDQU010010179.1	171046
JASDQU010010181.1	372441
JASDQU010010184.1	406492
JASDQU010010186.1	331520
JASDQU010010190.1	252936
JASDQU010010191.1	215515
JASDQU010010197.1	127032
JASDQU010010202.1	142162
JASDQU010010215.1	120241
JASDQU010010217.1	137859
JASDQU010010218.1	198614
JASDQU010010222.1	117607
JASDQU010010224.1	123270
JASDQU010010225.1	309273
JASDQU010010227.1	545884
JASDQU010010229.1	241721
JASDQU010010231.1	592957
JASDQU010010232.1	138295
JASDQU010010234.1	370205
JASDQU010010241.1	605399
JASDQU010010243.1	452783
JASDQU010010245.1	446375
JASDQU010010248.1	150443
JASDQU010010250.1	121263
JASDQU010010251.1	129090
JASDQU010010265.1	204137
JASDQU010010269.1	157827
JASDQU010010271.1	345673
JASDQU010010275.1	228335
JASDQU010010282.1	177869
JASDQU010010286.1	136022
JASDQU010010289.1	244281
JASDQU010010292.1	561327
JASDQU010010296.1	260150
JASDQU010010303.1	279075
JASDQU010010307.1	422095
JASDQU010010310.1	204198
JASDQU010010312.1	268928
JASDQU010010321.1	211551
JASDQU010010323.1	395103
JASDQU010010331.1	102772
JASDQU010010334.1	251161
JASDQU010010345.1	144951
JASDQU010010346.1	377653
JASDQU010010347.1	578316
JASDQU010010349.1	253954
JASDQU010010352.1	371827
JASDQU010010357.1	130044
JASDQU010010359.1	245637
JASDQU010010373.1	224167
JASDQU010010376.1	210802
JASDQU010010379.1	311707
JASDQU010010385.1	273214
JASDQU010010388.1	389815
JASDQU010010391.1	121171
JASDQU010010393.1	354558
JASDQU010010405.1	274736
JASDQU010010406.1	267476
JASDQU010010415.1	127463
JASDQU010010416.1	343335
JASDQU010010418.1	118646
JASDQU010010419.1	153366
JASDQU010010425.1	173304
JASDQU010010431.1	141461
JASDQU010010432.1	132804
JASDQU010010437.1	338712
JASDQU010010439.1	127795
JASDQU010010445.1	102388
JASDQU010010452.1	366833
JASDQU010010454.1	162259
JASDQU010010459.1	222905
JASDQU010010462.1	368655
JASDQU010010469.1	256294
JASDQU010010483.1	287256
JASDQU010010488.1	694434
JASDQU010010492.1	202595
JASDQU010010493.1	194226
JASDQU010010498.1	172089
JASDQU010010509.1	162469
JASDQU010010510.1	414037
JASDQU010010523.1	231921
JASDQU010010524.1	341792
JASDQU010010532.1	241458
JASDQU010010538.1	695980
JASDQU010010539.1	263635
JASDQU010010543.1	237563
JASDQU010010545.1	288066
JASDQU010010548.1	185735
JASDQU010010551.1	378533
JASDQU010010552.1	369959
JASDQU010010565.1	575570
JASDQU010010574.1	306838
JASDQU010010577.1	395508
JASDQU010010578.1	196702
JASDQU010010589.1	198845
JASDQU010010590.1	247994
JASDQU010010591.1	414634
JASDQU010010594.1	294770
JASDQU010010597.1	160850
JASDQU010010600.1	132445
JASDQU010010601.1	144730
JASDQU010010609.1	265442
JASDQU010010615.1	177459
JASDQU010010616.1	274229
JASDQU010010627.1	116588
JASDQU010010631.1	261103
JASDQU010010633.1	168788
JASDQU010010635.1	266451
JASDQU010010636.1	201495
JASDQU010010637.1	125239
JASDQU010010639.1	303396
JASDQU010010643.1	158097
JASDQU010010645.1	408996
JASDQU010010649.1	170694
JASDQU010010655.1	130404
JASDQU010010661.1	191044
JASDQU010010663.1	330925
JASDQU010010665.1	256060
JASDQU010010666.1	489998
JASDQU010010672.1	362551
JASDQU010010680.1	431456
JASDQU010010685.1	379829
JASDQU010010688.1	192883
JASDQU010010689.1	302520
JASDQU010010690.1	431826
JASDQU010010692.1	176076
JASDQU010010695.1	101249
JASDQU010010697.1	111161
JASDQU010010711.1	333518
JASDQU010010712.1	212767
JASDQU010010722.1	306910
JASDQU010010724.1	173500
JASDQU010010727.1	160664
JASDQU010010730.1	147671
JASDQU010010732.1	552094
JASDQU010010736.1	101314
JASDQU010010737.1	230032
JASDQU010010739.1	155220
JASDQU010010742.1	245566
JASDQU010010750.1	343905
JASDQU010010756.1	236813
JASDQU010010757.1	349793
JASDQU010010770.1	354952
JASDQU010010774.1	217594
JASDQU010010776.1	720715
JASDQU010010782.1	205430
JASDQU010010785.1	147171
JASDQU010010788.1	223173
JASDQU010010794.1	210035
JASDQU010010812.1	358716
JASDQU010010816.1	158863
JASDQU010010817.1	144816
JASDQU010010819.1	246195
JASDQU010010822.1	227537
JASDQU010010841.1	180687
JASDQU010010843.1	310991
JASDQU010010848.1	161736
JASDQU010010849.1	316807
JASDQU010010854.1	392588
JASDQU010010856.1	263955
JASDQU010010860.1	120388
JASDQU010010865.1	236476
JASDQU010010867.1	192317
JASDQU010010870.1	226101
JASDQU010010874.1	123506
JASDQU010010880.1	135259
JASDQU010010883.1	141474
JASDQU010010885.1	209213
JASDQU010010888.1	119024
JASDQU010010889.1	258817
JASDQU010010893.1	392466
JASDQU010010895.1	100476
JASDQU010010903.1	280875
JASDQU010010905.1	363245
JASDQU010010907.1	255227
JASDQU010010910.1	105694
JASDQU010010911.1	209740
JASDQU010010912.1	312852
JASDQU010010916.1	356083
JASDQU010010917.1	233471
JASDQU010010918.1	225623
JASDQU010010929.1	259428
JASDQU010010934.1	255577
JASDQU010010938.1	333323
JASDQU010010941.1	218886
JASDQU010010949.1	260672
JASDQU010010950.1	119931
JASDQU010010953.1	359899
JASDQU010010955.1	288715
JASDQU010010956.1	110074
JASDQU010010958.1	100591
JASDQU010010968.1	225701
JASDQU010010969.1	162055
JASDQU010010971.1	528249
JASDQU010010976.1	110960
JASDQU010010977.1	434513
JASDQU010010978.1	257979
JASDQU010010980.1	192162
JASDQU010010981.1	108786
JASDQU010011012.1	245290
JASDQU010011014.1	553063
JASDQU010011015.1	119986
JASDQU010011022.1	200364
JASDQU010011027.1	325837
JASDQU010011029.1	171055
JASDQU010011035.1	129578
JASDQU010011040.1	250251
JASDQU010011044.1	377201
JASDQU010011045.1	333476
JASDQU010011046.1	330395
JASDQU010011050.1	219110
JASDQU010011053.1	186716
JASDQU010011054.1	288840
JASDQU010011056.1	280563
JASDQU010011057.1	248186
JASDQU010011059.1	202352
JASDQU010011067.1	379084
JASDQU010011070.1	302425
JASDQU010011076.1	108884
JASDQU010011088.1	401152
JASDQU010011090.1	171282
JASDQU010011092.1	339063
JASDQU010011095.1	174285
JASDQU010011107.1	175353
JASDQU010011112.1	114955
JASDQU010011115.1	248100
JASDQU010011116.1	227796
JASDQU010011122.1	228940
JASDQU010011128.1	221458
JASDQU010011129.1	280028
JASDQU010011133.1	287219
JASDQU010011134.1	203226
JASDQU010011137.1	346175
JASDQU010011144.1	286345
JASDQU010011147.1	275565
JASDQU010011159.1	165629
JASDQU010011162.1	284797
JASDQU010011169.1	197674
JASDQU010011173.1	243605
JASDQU010011175.1	239811
JASDQU010011177.1	421532
JASDQU010011181.1	155474
JASDQU010011182.1	162995
JASDQU010011186.1	169519
JASDQU010011206.1	346218
JASDQU010011208.1	438739
JASDQU010011219.1	163302
JASDQU010011232.1	167141
JASDQU010011238.1	118499
JASDQU010011239.1	188395
JASDQU010011243.1	157085
JASDQU010011245.1	116668
JASDQU010011246.1	389461
JASDQU010011254.1	283667
JASDQU010011255.1	306142
JASDQU010011258.1	188252
JASDQU010011265.1	255610
JASDQU010011271.1	167281
JASDQU010011279.1	248408
JASDQU010011285.1	276299
JASDQU010011289.1	124973
JASDQU010011291.1	102517
JASDQU010011294.1	270228
JASDQU010011297.1	102883
JASDQU010011299.1	251021
JASDQU010011303.1	214069
JASDQU010011306.1	186215
JASDQU010011313.1	227566
JASDQU010011321.1	127746
JASDQU010011325.1	220150
JASDQU010011332.1	199794
JASDQU010011333.1	252486
JASDQU010011334.1	182918
JASDQU010011340.1	323539
JASDQU010011342.1	653379
JASDQU010011351.1	497602
JASDQU010011353.1	451280
JASDQU010011354.1	165662
JASDQU010011369.1	299132
JASDQU010011372.1	235422
JASDQU010011380.1	119058
JASDQU010011385.1	257571
JASDQU010011388.1	289263
JASDQU010011396.1	530769
JASDQU010011401.1	361890
JASDQU010011403.1	116014
JASDQU010011404.1	561890
JASDQU010011405.1	315519
JASDQU010011406.1	358049
JASDQU010011407.1	253637
JASDQU010011412.1	210881
JASDQU010011415.1	136996
JASDQU010011418.1	113191
JASDQU010011423.1	243150
JASDQU010011426.1	187318
JASDQU010011428.1	402342
JASDQU010011434.1	238307
JASDQU010011435.1	156741
JASDQU010011440.1	201032
JASDQU010011445.1	256501
JASDQU010011450.1	184769
JASDQU010011451.1	253310
JASDQU010011454.1	402076
JASDQU010011455.1	203411
JASDQU010011458.1	222556
JASDQU010011476.1	422991
JASDQU010011480.1	585130
JASDQU010011483.1	149450
JASDQU010011486.1	233170
JASDQU010011493.1	222548
JASDQU010011495.1	144801
JASDQU010011509.1	183267
JASDQU010011510.1	347507
JASDQU010011523.1	182102
JASDQU010011527.1	389013
JASDQU010011528.1	357236
JASDQU010011534.1	184686
JASDQU010011536.1	376195
JASDQU010011538.1	243773
JASDQU010011539.1	298141
JASDQU010011541.1	504447
JASDQU010011543.1	156321
JASDQU010011547.1	111864
JASDQU010011550.1	296633
JASDQU010011551.1	324869
JASDQU010011552.1	246736
JASDQU010011555.1	173035
JASDQU010011556.1	229867
JASDQU010011558.1	161519
JASDQU010011564.1	243157
JASDQU010011584.1	132912
JASDQU010011588.1	252851
JASDQU010011593.1	214738
JASDQU010011594.1	466375
JASDQU010011596.1	210254
JASDQU010011609.1	271550
JASDQU010011622.1	328420
JASDQU010011629.1	180591
JASDQU010011630.1	365516
JASDQU010011635.1	144891
JASDQU010011638.1	196247
JASDQU010011639.1	165292
JASDQU010011645.1	312218
JASDQU010011648.1	473940
JASDQU010011655.1	514759
JASDQU010011658.1	334902
JASDQU010011671.1	135688
JASDQU010011677.1	217153
JASDQU010011699.1	150899
JASDQU010011710.1	136112
JASDQU010011712.1	577686
JASDQU010011713.1	389856
JASDQU010011725.1	195865
JASDQU010011728.1	193956
JASDQU010011730.1	270491
JASDQU010011735.1	213559
JASDQU010011737.1	343320
JASDQU010011738.1	249958
JASDQU010011740.1	109214
JASDQU010011741.1	311487
JASDQU010011744.1	249383
JASDQU010011751.1	233638
JASDQU010011755.1	396442
JASDQU010011758.1	178973
JASDQU010011759.1	261920
JASDQU010011763.1	303519
JASDQU010011766.1	274328
JASDQU010011773.1	162323
JASDQU010011774.1	126361
JASDQU010011775.1	225794
JASDQU010011779.1	326598
JASDQU010011784.1	345199
JASDQU010011788.1	306332
JASDQU010011791.1	234611
JASDQU010011792.1	117604
JASDQU010011794.1	169161
JASDQU010011801.1	144818
JASDQU010011806.1	152451
JASDQU010011807.1	107466
JASDQU010011811.1	210609
JASDQU010011815.1	227529
JASDQU010011818.1	342567
JASDQU010011820.1	182900
JASDQU010011821.1	287324
JASDQU010011822.1	269484
JASDQU010011831.1	295933
JASDQU010011842.1	363462
JASDQU010011844.1	128317
